index,period,attendances
1162,2016-12-01,4194
1163,2016-12-01,9667
1164,2016-12-01,1812
1165,2016-12-01,400
1166,2016-12-01,1592
1167,2016-12-01,5884
1168,2016-12-01,5226
1169,2016-12-01,535
1170,2016-12-01,8375
1171,2016-12-01,4191
1172,2016-12-01,8720
1173,2016-12-01,7491
1174,2016-12-01,8432
1175,2016-12-01,4970
1176,2016-12-01,10541
1177,2016-12-01,9089
1178,2016-12-01,12617
1179,2016-12-01,9449
1180,2016-12-01,11507
1181,2016-12-01,1655
1182,2016-12-01,2115
1183,2016-12-01,12221
1184,2016-12-01,1569
1185,2016-12-01,6538
1186,2016-12-01,14278
1187,2016-12-01,358
1188,2016-12-01,4640
1189,2016-12-01,6268
1190,2016-12-01,3714
1191,2016-12-01,3932
1192,2016-12-01,8117
1193,2016-12-01,3422
1194,2016-12-01,5511
1195,2016-12-01,9735
1196,2016-12-01,4690
1197,2016-12-01,762
1198,2016-12-01,4490
1199,2016-12-01,3104
1200,2016-12-01,6945
1201,2016-12-01,6981
1202,2016-12-01,5335
1203,2016-12-01,5230
1204,2016-12-01,6980
1205,2016-12-01,6902
1206,2016-12-01,9193
1207,2016-12-01,8874
1208,2016-12-01,557
1209,2016-12-01,11737
1210,2016-12-01,1105
1211,2016-12-01,7326
1212,2016-12-01,12735
1213,2016-12-01,4299
1214,2016-12-01,12681
1215,2016-12-01,3236
1216,2016-12-01,9451
1217,2016-12-01,8164
1218,2016-12-01,2076
1219,2016-12-01,2569
1220,2016-12-01,5912
1221,2016-12-01,649
1222,2016-12-01,10593
1223,2016-12-01,11923
1224,2016-12-01,1019
1225,2016-12-01,10927
1226,2016-12-01,2569
1227,2016-12-01,4153
1228,2016-12-01,227
1229,2016-12-01,9428
1230,2016-12-01,5933
1231,2016-12-01,67
1232,2016-12-01,7549
1233,2016-12-01,2398
1234,2016-12-01,4065
1235,2016-12-01,769
1236,2016-12-01,10770
1237,2016-12-01,1108
1238,2016-12-01,1322
1239,2016-12-01,7640
1240,2016-12-01,3286
1241,2016-12-01,1846
1242,2016-12-01,17763
1243,2016-12-01,1746
1244,2016-12-01,4112
1245,2016-12-01,2356
1246,2016-12-01,1015
1247,2016-12-01,3549
1248,2016-12-01,5284
1249,2016-12-01,1721
1250,2016-12-01,19596
1251,2016-12-01,7406
1252,2016-12-01,5811
1253,2016-12-01,1269
1254,2016-12-01,1813
1255,2016-12-01,6720
1256,2016-12-01,10790
1257,2016-12-01,1259
1258,2016-12-01,8620
1259,2016-12-01,7821
1260,2016-12-01,22409
1261,2016-12-01,4272
1262,2016-12-01,4648
1263,2016-12-01,7524
1264,2016-12-01,1537
1265,2016-12-01,10044
1266,2016-12-01,8662
1267,2016-12-01,5114
1268,2016-12-01,9465
1269,2016-12-01,1010
1270,2016-12-01,6925
1271,2016-12-01,10109
1272,2016-12-01,5846
1273,2016-12-01,4833
1274,2016-12-01,690
1275,2016-12-01,6506
1276,2016-12-01,4784
1277,2016-12-01,8599
1278,2016-12-01,5411
1279,2016-12-01,7897
1280,2016-12-01,7165
1281,2016-12-01,10614
1282,2016-12-01,1596
1283,2016-12-01,4499
1284,2016-12-01,2572
1285,2016-12-01,8542
1286,2016-12-01,7222
1287,2016-12-01,1233
1288,2016-12-01,6544
1289,2016-12-01,3638
1290,2016-12-01,4519
1291,2016-12-01,8142
1292,2016-12-01,2722
1293,2016-12-01,1261
1294,2016-12-01,7470
1295,2016-12-01,9147
1296,2016-12-01,6267
1297,2016-12-01,8574
1298,2016-12-01,1275
1299,2016-12-01,3449
1300,2016-12-01,3620
1301,2016-12-01,5182
1302,2016-12-01,2690
1303,2016-12-01,12300
1304,2016-12-01,976
1305,2016-12-01,4563
1306,2016-12-01,7043
1307,2016-12-01,1217
1308,2016-12-01,3538
1309,2016-12-01,2363
1310,2016-12-01,966
1311,2016-12-01,7697
1312,2016-12-01,8993
1313,2016-12-01,1427
1314,2016-12-01,3439
1315,2016-12-01,4056
1316,2016-12-01,12487
1317,2016-12-01,5004
1318,2016-12-01,9136
1319,2016-12-01,796
1320,2016-12-01,19713
1321,2016-12-01,5359
1322,2016-12-01,10843
1323,2016-12-01,6665
1324,2016-12-01,4992
1325,2016-12-01,8976
1326,2016-12-01,997
1327,2016-12-01,523
1328,2016-12-01,3391
1329,2016-12-01,1442
1330,2016-12-01,8333
1331,2016-12-01,2934
1332,2016-12-01,11901
1333,2016-12-01,1751
1334,2016-12-01,10002
1335,2016-12-01,6908
1336,2016-12-01,3613
1337,2016-12-01,3911
1338,2016-12-01,146
1339,2016-12-01,2333
1340,2016-12-01,10813
1341,2016-12-01,1537
1342,2016-12-01,574
1343,2016-12-01,7874
1344,2016-12-01,228
1345,2016-12-01,5406
1346,2016-12-01,1114
1347,2016-12-01,9081
1348,2016-12-01,757
1349,2016-12-01,1538
1350,2016-12-01,817
1351,2016-12-01,9238
1352,2016-12-01,1207
1353,2016-12-01,5840
1354,2016-12-01,1465
1355,2016-12-01,8087
1356,2016-12-01,602
1357,2016-12-01,5975
1358,2016-12-01,6028
1359,2016-12-01,1039
1360,2016-12-01,3703
1361,2016-12-01,215
1362,2016-12-01,1484
1363,2016-12-01,6487
1364,2016-12-01,1216
1365,2016-12-01,4108
1366,2016-12-01,1764
1367,2016-12-01,4647
1368,2016-12-01,8662
1369,2016-12-01,8251
1370,2016-12-01,5388
1371,2016-12-01,150
1372,2016-12-01,6080
1373,2016-12-01,1306
1374,2016-12-01,5959
1375,2016-12-01,2460
1376,2016-12-01,8467
1377,2016-12-01,1365
1378,2016-12-01,9091
1379,2016-12-01,1767
1380,2016-12-01,11485
1381,2016-12-01,987
1382,2016-12-01,4235
1383,2016-12-01,2826
1384,2016-12-01,1886
1385,2016-12-01,3358
1386,2016-12-01,1141
1387,2016-12-01,4082
1388,2016-11-01,20117
1389,2016-11-01,647
1390,2016-11-01,2954
1391,2016-11-01,28843
1392,2016-11-01,662
1393,2016-11-01,10435
1394,2016-11-01,4047
1395,2016-11-01,18478
1396,2016-11-01,16478
1397,2016-11-01,7603
1398,2016-11-01,6179
1399,2016-11-01,3669
1400,2016-11-01,902
1401,2016-11-01,2701
1402,2016-11-01,12294
1403,2016-11-01,417
1404,2016-11-01,12129
1405,2016-11-01,699
1406,2016-11-01,2920
1407,2016-11-01,3804
1408,2016-11-01,9946
1409,2016-11-01,4344
1410,2016-11-01,9741
1411,2016-11-01,3741
1412,2016-11-01,10129
1413,2016-11-01,16842
1414,2016-11-01,2075
1415,2016-11-01,4826
1416,2016-11-01,8776
1417,2016-11-01,974
1418,2016-11-01,17774
1419,2016-11-01,5906
1420,2016-11-01,11526
1421,2016-11-01,16454
1422,2016-11-01,8035
1423,2016-11-01,4821
1424,2016-11-01,13981
1425,2016-11-01,807
1426,2016-11-01,406
1427,2016-11-01,570
1428,2016-11-01,18771
1429,2016-11-01,3065
1430,2016-11-01,1937
1431,2016-11-01,12654
1432,2016-11-01,1371
1433,2016-11-01,2612
1434,2016-11-01,5701
1435,2016-11-01,7860
1436,2016-11-01,3007
1437,2016-11-01,3323
1438,2016-11-01,8271
1439,2016-11-01,11512
1440,2016-11-01,9510
1441,2016-11-01,2438
1442,2016-11-01,4806
1443,2016-11-01,11284
1444,2016-11-01,5998
1445,2016-11-01,3191
1446,2016-11-01,5680
1447,2016-11-01,5081
1448,2016-11-01,4073
1449,2016-11-01,9273
1450,2016-11-01,3001
1451,2016-11-01,6674
1452,2016-11-01,2123
1453,2016-11-01,7028
1454,2016-11-01,5760
1455,2016-11-01,10817
1456,2016-11-01,3808
1457,2016-11-01,4296
1458,2016-11-01,1648
1459,2016-11-01,9063
1460,2016-11-01,4259
1461,2016-11-01,336
1462,2016-11-01,534
1463,2016-11-01,6425
1464,2016-11-01,2180
1465,2016-11-01,1838
1466,2016-11-01,18764
1467,2016-11-01,3222
1468,2016-11-01,907
1469,2016-11-01,3696
1470,2016-11-01,7134
1471,2016-11-01,368
1472,2016-11-01,5767
1473,2016-11-01,110
1474,2016-11-01,7145
1475,2016-11-01,352
1476,2016-11-01,12535
1477,2016-11-01,3484
1478,2016-11-01,8316
1479,2016-11-01,3750
1480,2016-11-01,330
1481,2016-11-01,559
1482,2016-11-01,531
1483,2016-11-01,7393
1484,2016-11-01,435
1485,2016-11-01,7112
1486,2016-11-01,4509
1487,2016-11-01,4067
1488,2016-11-01,9373
1489,2016-11-01,793
1490,2016-11-01,4790
1491,2016-11-01,7912
1492,2016-11-01,758
1493,2016-11-01,8699
1494,2016-11-01,982
1495,2016-11-01,5513
1496,2016-11-01,5174
1497,2016-11-01,14832
1498,2016-11-01,1503
1499,2016-11-01,185
1500,2016-11-01,2979
1501,2016-11-01,259
1502,2016-11-01,283
1503,2016-11-01,2121
1504,2016-11-01,14002
1505,2016-11-01,2131
1506,2016-11-01,2729
1507,2016-11-01,8493
1508,2016-11-01,3556
1509,2016-11-01,9692
1510,2016-11-01,1555
1511,2016-11-01,467
1512,2016-11-01,1871
1513,2016-11-01,5441
1514,2016-11-01,5116
1515,2016-11-01,614
1516,2016-11-01,8083
1517,2016-11-01,4034
1518,2016-11-01,8501
1519,2016-11-01,6233
1520,2016-11-01,8533
1521,2016-11-01,4913
1522,2016-11-01,10573
1523,2016-11-01,8614
1524,2016-11-01,12422
1525,2016-11-01,9422
1526,2016-11-01,12101
1527,2016-11-01,1966
1528,2016-11-01,2093
1529,2016-11-01,12570
1530,2016-11-01,1794
1531,2016-11-01,6153
1532,2016-11-01,14356
1533,2016-11-01,437
1534,2016-11-01,4522
1535,2016-11-01,6175
1536,2016-11-01,3616
1537,2016-11-01,3877
1538,2016-11-01,7880
1539,2016-11-01,3681
1540,2016-11-01,5358
1541,2016-11-01,9563
1542,2016-11-01,5239
1543,2016-11-01,692
1544,2016-11-01,4398
1545,2016-11-01,2892
1546,2016-11-01,6607
1547,2016-11-01,6340
1548,2016-11-01,4585
1549,2016-11-01,5228
1550,2016-11-01,6788
1551,2016-11-01,6752
1552,2016-11-01,8674
1553,2016-11-01,9209
1554,2016-11-01,11184
1555,2016-11-01,992
1556,2016-11-01,7317
1557,2016-11-01,12238
1558,2016-11-01,3949
1559,2016-11-01,12637
1560,2016-11-01,3545
1561,2016-11-01,9437
1562,2016-11-01,7810
1563,2016-11-01,2072
1564,2016-11-01,2548
1565,2016-11-01,5662
1566,2016-11-01,948
1567,2016-11-01,10727
1568,2016-11-01,12074
1569,2016-11-01,1015
1570,2016-11-01,10868
1571,2016-11-01,2581
1572,2016-11-01,3976
1573,2016-11-01,284
1574,2016-11-01,8965
1575,2016-11-01,6189
1576,2016-11-01,391
1577,2016-11-01,7180
1578,2016-11-01,2230
1579,2016-11-01,3959
1580,2016-11-01,796
1581,2016-11-01,10758
1582,2016-11-01,1185
1583,2016-11-01,1443
1584,2016-11-01,7255
1585,2016-11-01,3091
1586,2016-11-01,2178
1587,2016-11-01,17848
1588,2016-11-01,1884
1589,2016-11-01,3875
1590,2016-11-01,2327
1591,2016-11-01,1043
1592,2016-11-01,2926
1593,2016-11-01,4886
1594,2016-11-01,1759
1595,2016-11-01,19295
1596,2016-11-01,7325
1597,2016-11-01,5748
1598,2016-11-01,1429
1599,2016-11-01,1659
1600,2016-11-01,6000
1601,2016-11-01,10617
1602,2016-11-01,1254
1603,2016-11-01,13756
1604,2016-11-01,1608
1605,2016-11-01,22461
1606,2016-11-01,3975
1607,2016-11-01,4726
1608,2016-11-01,7498
1609,2016-11-01,1828
1610,2016-11-01,10097
1611,2016-11-01,8564
1612,2016-11-01,5089
1613,2016-11-01,9067
1614,2016-11-01,1178
1615,2016-11-01,7252
1616,2016-11-01,10066
1617,2016-11-01,4967
1618,2016-11-01,4827
1619,2016-11-01,714
1620,2016-11-01,6163
1621,2016-11-01,4828
1622,2016-11-01,8559
1623,2016-11-01,5203
1624,2016-11-01,7749
1625,2016-11-01,7029
1626,2016-11-01,10653
1627,2016-11-01,1768
1628,2016-11-01,4446
1629,2016-11-01,8131
1630,2016-11-01,6951
1631,2016-11-01,1373
1632,2016-11-01,6560
1633,2016-11-01,3429
1634,2016-11-01,5117
1635,2016-11-01,7840
1636,2016-11-01,2117
1637,2016-11-01,1538
1638,2016-11-01,7235
1639,2016-11-01,8771
1640,2016-11-01,6133
1641,2016-11-01,8510
1642,2016-11-01,1500
1643,2016-11-01,3325
1644,2016-11-01,3266
1645,2016-11-01,5049
1646,2016-11-01,2915
1647,2016-11-01,12494
1648,2016-11-01,1116
1649,2016-11-01,4542
1650,2016-11-01,6957
1651,2016-11-01,1180
1652,2016-11-01,3411
1653,2016-11-01,2290
1654,2016-11-01,1029
1655,2016-11-01,7758
1656,2016-11-01,8490
1657,2016-11-01,1495
1658,2016-11-01,3459
1659,2016-11-01,3759
1660,2016-11-01,12064
1661,2016-11-01,5016
1662,2016-11-01,8989
1663,2016-11-01,819
1664,2016-11-01,19752
1665,2016-11-01,5196
1666,2016-11-01,11045
1667,2016-11-01,6815
1668,2016-11-01,4814
1669,2016-11-01,8991
1670,2016-11-01,1102
1671,2016-11-01,648
1672,2016-11-01,3008
1673,2016-11-01,1284
1674,2016-11-01,8679
1675,2016-11-01,3108
1676,2016-11-01,11651
1677,2016-11-01,1671
1678,2016-11-01,9429
1679,2016-11-01,6748
1680,2016-11-01,3452
1681,2016-11-01,3885
1682,2016-11-01,145
1683,2016-11-01,2521
1684,2016-11-01,10867
1685,2016-11-01,1652
1686,2016-11-01,541
1687,2016-11-01,8249
1688,2016-11-01,223
1689,2016-11-01,5397
1690,2016-11-01,1207
1691,2016-11-01,9273
1692,2016-11-01,826
1693,2016-11-01,1641
1694,2016-11-01,866
1695,2016-11-01,9249
1696,2016-11-01,1359
1697,2016-11-01,5464
1698,2016-11-01,1298
1699,2016-11-01,8143
1700,2016-11-01,611
1701,2016-11-01,5747
1702,2016-11-01,5888
1703,2016-11-01,967
1704,2016-11-01,3731
1705,2016-11-01,252
1706,2016-11-01,1176
1707,2016-11-01,7479
1708,2016-11-01,1112
1709,2016-11-01,4636
1710,2016-11-01,1951
1711,2016-11-01,4595
1712,2016-11-01,8077
1713,2016-11-01,8252
1714,2016-11-01,5141
1715,2016-11-01,197
1716,2016-11-01,6025
1717,2016-11-01,1543
1718,2016-11-01,5764
1719,2016-11-01,2522
1720,2016-11-01,8429
1721,2016-11-01,1371
1722,2016-11-01,9625
1723,2016-11-01,1801
1724,2016-11-01,11063
1725,2016-11-01,985
1726,2016-11-01,4170
1727,2016-11-01,2468
1728,2016-11-01,1840
1729,2016-11-01,2991
1730,2016-11-01,1341
1731,2016-11-01,3821
1732,2016-10-01,20513
1733,2016-10-01,637
1734,2016-10-01,2713
1735,2016-10-01,29209
1736,2016-10-01,616
1737,2016-10-01,10343
1738,2016-10-01,4364
1739,2016-10-01,19307
1740,2016-10-01,16564
1741,2016-10-01,7622
1742,2016-10-01,6328
1743,2016-10-01,3617
1744,2016-10-01,1139
1745,2016-10-01,2794
1746,2016-10-01,12270
1747,2016-10-01,444
1748,2016-10-01,12482
1749,2016-10-01,739
1750,2016-10-01,2968
1751,2016-10-01,3803
1752,2016-10-01,10183
1753,2016-10-01,4737
1754,2016-10-01,9713
1755,2016-10-01,3984
1756,2016-10-01,10880
1757,2016-10-01,16936
1758,2016-10-01,1972
1759,2016-10-01,5174
1760,2016-10-01,9267
1761,2016-10-01,1024
1762,2016-10-01,17756
1763,2016-10-01,6136
1764,2016-10-01,11857
1765,2016-10-01,17477
1766,2016-10-01,8472
1767,2016-10-01,4920
1768,2016-10-01,14014
1769,2016-10-01,833
1770,2016-10-01,485
1771,2016-10-01,596
1772,2016-10-01,18804
1773,2016-10-01,3392
1774,2016-10-01,1911
1775,2016-10-01,13155
1776,2016-10-01,1403
1777,2016-10-01,2509
1778,2016-10-01,5405
1779,2016-10-01,8209
1780,2016-10-01,3256
1781,2016-10-01,3266
1782,2016-10-01,8253
1783,2016-10-01,11861
1784,2016-10-01,9443
1785,2016-10-01,2567
1786,2016-10-01,4817
1787,2016-10-01,11582
1788,2016-10-01,6193
1789,2016-10-01,3317
1790,2016-10-01,5289
1791,2016-10-01,5341
1792,2016-10-01,4268
1793,2016-10-01,9708
1794,2016-10-01,3243
1795,2016-10-01,6690
1796,2016-10-01,2480
1797,2016-10-01,7639
1798,2016-10-01,5824
1799,2016-10-01,3979
1800,2016-10-01,11761
1801,2016-10-01,4131
1802,2016-10-01,5046
1803,2016-10-01,1728
1804,2016-10-01,9198
1805,2016-10-01,4367
1806,2016-10-01,388
1807,2016-10-01,635
1808,2016-10-01,6597
1809,2016-10-01,2068
1810,2016-10-01,1945
1811,2016-10-01,19404
1812,2016-10-01,3569
1813,2016-10-01,875
1814,2016-10-01,4004
1815,2016-10-01,7353
1816,2016-10-01,483
1817,2016-10-01,6224
1818,2016-10-01,185
1819,2016-10-01,7404
1820,2016-10-01,356
1821,2016-10-01,13694
1822,2016-10-01,3876
1823,2016-10-01,8723
1824,2016-10-01,3763
1825,2016-10-01,359
1826,2016-10-01,591
1827,2016-10-01,542
1828,2016-10-01,7959
1829,2016-10-01,430
1830,2016-10-01,7330
1831,2016-10-01,4852
1832,2016-10-01,9976
1833,2016-10-01,910
1834,2016-10-01,4946
1835,2016-10-01,8055
1836,2016-10-01,757
1837,2016-10-01,9211
1838,2016-10-01,972
1839,2016-10-01,5924
1840,2016-10-01,5467
1841,2016-10-01,15410
1842,2016-10-01,1511
1843,2016-10-01,223
1844,2016-10-01,2919
1845,2016-10-01,274
1846,2016-10-01,308
1847,2016-10-01,2251
1848,2016-10-01,14272
1849,2016-10-01,2146
1850,2016-10-01,2767
1851,2016-10-01,8612
1852,2016-10-01,4004
1853,2016-10-01,10400
1854,2016-10-01,1671
1855,2016-10-01,431
1856,2016-10-01,1978
1857,2016-10-01,5866
1858,2016-10-01,5582
1859,2016-10-01,647
1860,2016-10-01,8472
1861,2016-10-01,3980
1862,2016-10-01,8907
1863,2016-10-01,6382
1864,2016-10-01,8666
1865,2016-10-01,25
1866,2016-10-01,5455
1867,2016-10-01,11108
1868,2016-10-01,8228
1869,2016-10-01,12969
1870,2016-10-01,10075
1871,2016-10-01,12315
1872,2016-10-01,1785
1873,2016-10-01,2230
1874,2016-10-01,12514
1875,2016-10-01,1841
1876,2016-10-01,6115
1877,2016-10-01,15000
1878,2016-10-01,361
1879,2016-10-01,4811
1880,2016-10-01,6388
1881,2016-10-01,3703
1882,2016-10-01,3948
1883,2016-10-01,7949
1884,2016-10-01,4047
1885,2016-10-01,5814
1886,2016-10-01,10269
1887,2016-10-01,5630
1888,2016-10-01,633
1889,2016-10-01,4504
1890,2016-10-01,2993
1891,2016-10-01,7184
1892,2016-10-01,6828
1893,2016-10-01,4852
1894,2016-10-01,5259
1895,2016-10-01,7097
1896,2016-10-01,7794
1897,2016-10-01,9883
1898,2016-10-01,9655
1899,2016-10-01,11514
1900,2016-10-01,1092
1901,2016-10-01,7726
1902,2016-10-01,12915
1903,2016-10-01,3977
1904,2016-10-01,13359
1905,2016-10-01,3682
1906,2016-10-01,9943
1907,2016-10-01,8078
1908,2016-10-01,2244
1909,2016-10-01,2704
1910,2016-10-01,6394
1911,2016-10-01,746
1912,2016-10-01,11166
1913,2016-10-01,12650
1914,2016-10-01,1226
1915,2016-10-01,11372
1916,2016-10-01,2542
1917,2016-10-01,4234
1918,2016-10-01,286
1919,2016-10-01,9761
1920,2016-10-01,5889
1921,2016-10-01,364
1922,2016-10-01,7614
1923,2016-10-01,2250
1924,2016-10-01,3968
1925,2016-10-01,903
1926,2016-10-01,11219
1927,2016-10-01,1305
1928,2016-10-01,1740
1929,2016-10-01,7676
1930,2016-10-01,3427
1931,2016-10-01,2362
1932,2016-10-01,18780
1933,2016-10-01,2118
1934,2016-10-01,3988
1935,2016-10-01,2288
1936,2016-10-01,1152
1937,2016-10-01,3275
1938,2016-10-01,5492
1939,2016-10-01,2041
1940,2016-10-01,20172
1941,2016-10-01,8173
1942,2016-10-01,5894
1943,2016-10-01,1615
1944,2016-10-01,1861
1945,2016-10-01,6152
1946,2016-10-01,11530
1947,2016-10-01,1590
1948,2016-10-01,14484
1949,2016-10-01,2122
1950,2016-10-01,22954
1951,2016-10-01,4158
1952,2016-10-01,4936
1953,2016-10-01,8167
1954,2016-10-01,1800
1955,2016-10-01,10606
1956,2016-10-01,8922
1957,2016-10-01,5003
1958,2016-10-01,9983
1959,2016-10-01,1214
1960,2016-10-01,7119
1961,2016-10-01,10797
1962,2016-10-01,5358
1963,2016-10-01,5131
1964,2016-10-01,637
1965,2016-10-01,6715
1966,2016-10-01,5198
1967,2016-10-01,8845
1968,2016-10-01,5415
1969,2016-10-01,8186
1970,2016-10-01,7394
1971,2016-10-01,11357
1972,2016-10-01,1734
1973,2016-10-01,4640
1974,2016-10-01,6606
1975,2016-10-01,8437
1976,2016-10-01,7663
1977,2016-10-01,1869
1978,2016-10-01,6918
1979,2016-10-01,3699
1980,2016-10-01,5579
1981,2016-10-01,8007
1982,2016-10-01,2107
1983,2016-10-01,1782
1984,2016-10-01,7896
1985,2016-10-01,9370
1986,2016-10-01,7121
1987,2016-10-01,8769
1988,2016-10-01,1465
1989,2016-10-01,3398
1990,2016-10-01,3240
1991,2016-10-01,5123
1992,2016-10-01,2988
1993,2016-10-01,13053
1994,2016-10-01,1024
1995,2016-10-01,5034
1996,2016-10-01,7163
1997,2016-10-01,1274
1998,2016-10-01,3570
1999,2016-10-01,2489
2000,2016-10-01,1134
2001,2016-10-01,9387
2002,2016-10-01,8670
2003,2016-10-01,1662
2004,2016-10-01,3763
2005,2016-10-01,5553
2006,2016-10-01,12700
2007,2016-10-01,5323
2008,2016-10-01,9396
2009,2016-10-01,20345
2010,2016-10-01,5834
2011,2016-10-01,11697
2012,2016-10-01,7240
2013,2016-10-01,5276
2014,2016-10-01,9278
2015,2016-10-01,1189
2016,2016-10-01,697
2017,2016-10-01,3400
2018,2016-10-01,1384
2019,2016-10-01,9727
2020,2016-10-01,3590
2021,2016-10-01,12047
2022,2016-10-01,1923
2023,2016-10-01,9656
2024,2016-10-01,7515
2025,2016-10-01,3915
2026,2016-10-01,5008
2027,2016-10-01,138
2028,2016-10-01,2758
2029,2016-10-01,11639
2030,2016-10-01,1647
2031,2016-10-01,611
2032,2016-10-01,8475
2033,2016-10-01,240
2034,2016-10-01,5627
2035,2016-10-01,9512
2036,2016-10-01,856
2037,2016-10-01,1808
2038,2016-10-01,911
2039,2016-10-01,9255
2040,2016-10-01,1320
2041,2016-10-01,5975
2042,2016-10-01,1625
2043,2016-10-01,8612
2044,2016-10-01,706
2045,2016-10-01,5934
2046,2016-10-01,6160
2047,2016-10-01,1078
2048,2016-10-01,4028
2049,2016-10-01,305
2050,2016-10-01,1386
2051,2016-10-01,7479
2052,2016-10-01,4697
2053,2016-10-01,2320
2054,2016-10-01,4922
2055,2016-10-01,8347
2056,2016-10-01,8713
2057,2016-10-01,5506
2058,2016-10-01,196
2059,2016-10-01,6452
2060,2016-10-01,1501
2061,2016-10-01,6153
2062,2016-10-01,2836
2063,2016-10-01,8654
2064,2016-10-01,1551
2065,2016-10-01,9378
2066,2016-10-01,1908
2067,2016-10-01,11761
2068,2016-10-01,986
2069,2016-10-01,4636
2070,2016-10-01,2619
2071,2016-10-01,2081
2072,2016-10-01,3152
2073,2016-10-01,1413
2074,2016-10-01,3981
2075,2016-09-01,19435
2076,2016-09-01,697
2077,2016-09-01,2432
2078,2016-09-01,28857
2079,2016-09-01,769
2080,2016-09-01,9842
2081,2016-09-01,4296
2082,2016-09-01,18729
2083,2016-09-01,15918
2084,2016-09-01,7187
2085,2016-09-01,5885
2086,2016-09-01,3964
2087,2016-09-01,773
2088,2016-09-01,2368
2089,2016-09-01,12184
2090,2016-09-01,493
2091,2016-09-01,12240
2092,2016-09-01,801
2093,2016-09-01,3052
2094,2016-09-01,3629
2095,2016-09-01,10089
2096,2016-09-01,4430
2097,2016-09-01,9515
2098,2016-09-01,3955
2099,2016-09-01,10854
2100,2016-09-01,16771
2101,2016-09-01,2043
2102,2016-09-01,5049
2103,2016-09-01,8796
2104,2016-09-01,1056
2105,2016-09-01,17094
2106,2016-09-01,5629
2107,2016-09-01,11733
2108,2016-09-01,16458
2109,2016-09-01,8613
2110,2016-09-01,4685
2111,2016-09-01,13251
2112,2016-09-01,738
2113,2016-09-01,577
2114,2016-09-01,656
2115,2016-09-01,18436
2116,2016-09-01,3318
2117,2016-09-01,1829
2118,2016-09-01,12699
2119,2016-09-01,1562
2120,2016-09-01,2532
2121,2016-09-01,5222
2122,2016-09-01,8114
2123,2016-09-01,3277
2124,2016-09-01,2809
2125,2016-09-01,8020
2126,2016-09-01,11401
2127,2016-09-01,9182
2128,2016-09-01,2460
2129,2016-09-01,4401
2130,2016-09-01,11182
2131,2016-09-01,6068
2132,2016-09-01,3040
2133,2016-09-01,4740
2134,2016-09-01,5287
2135,2016-09-01,4403
2136,2016-09-01,9345
2137,2016-09-01,3453
2138,2016-09-01,6537
2139,2016-09-01,2789
2140,2016-09-01,7386
2141,2016-09-01,5549
2142,2016-09-01,3761
2143,2016-09-01,11344
2144,2016-09-01,3747
2145,2016-09-01,5048
2146,2016-09-01,1536
2147,2016-09-01,8891
2148,2016-09-01,4423
2149,2016-09-01,552
2150,2016-09-01,674
2151,2016-09-01,6363
2152,2016-09-01,1918
2153,2016-09-01,1560
2154,2016-09-01,2019
2155,2016-09-01,18682
2156,2016-09-01,3561
2157,2016-09-01,1026
2158,2016-09-01,3997
2159,2016-09-01,7508
2160,2016-09-01,495
2161,2016-09-01,6446
2162,2016-09-01,7205
2163,2016-09-01,480
2164,2016-09-01,13425
2165,2016-09-01,3550
2166,2016-09-01,8298
2167,2016-09-01,3326
2168,2016-09-01,426
2169,2016-09-01,567
2170,2016-09-01,530
2171,2016-09-01,7926
2172,2016-09-01,401
2173,2016-09-01,7178
2174,2016-09-01,4380
2175,2016-09-01,9787
2176,2016-09-01,1034
2177,2016-09-01,4787
2178,2016-09-01,7872
2179,2016-09-01,797
2180,2016-09-01,8948
2181,2016-09-01,1005
2182,2016-09-01,5518
2183,2016-09-01,4814
2184,2016-09-01,14328
2185,2016-09-01,1604
2186,2016-09-01,242
2187,2016-09-01,2783
2188,2016-09-01,328
2189,2016-09-01,306
2190,2016-09-01,1929
2191,2016-09-01,14180
2192,2016-09-01,2146
2193,2016-09-01,2568
2194,2016-09-01,9138
2195,2016-09-01,3176
